id,y,x
1,5335907.501,691021.349
1,5335906.763,691023.171
1,5335912.962,691023.467
1,5335912.211,691025.276
2,5335913.196,691023.565
2,5335912.765,691025.547
2,5335919.831,691026.15
2,5335919.068,691028.022
3,5335920.04,691026.261
3,5335919.289,691028.095
3,5335924.878,691028.108
3,5335924.189,691030.016
4,5335924.989,691028.182
4,5335924.312,691030.077
4,5335929.174,691029.843
4,5335928.571,691031.764
5,5335929.297,691029.88
5,5335928.706,691031.801
5,5335934.578,691031.936
5,5335933.926,691033.844
6,5335934.689,691032.01
6,5335934.073,691033.869
6,5335939.409,691033.93
6,5335938.665,691035.654
7,5335939.588,691033.893
7,5335938.788,691035.715
7,5335944.456,691035.801
7,5335943.766,691037.722
8,5335944.648,691035.863
8,5335943.983,691037.722
8,5335949.252,691037.617
8,5335948.427,691039.464
9,5335949.449,691037.74
9,5335948.624,691039.574
9,5335952.92,691039.082
9,5335952.206,691040.99
10,5335953.08,691039.193
10,5335952.391,691041.052
10,5335955.998,691042.443
10,5335956.588,691040.522
11,5335956.773,691040.621
11,5335961.032,691042.27
11,5335960.318,691044.178
11,5335956.158,691042.48
12,5335961.163,691042.329
12,5335964.935,691043.809
12,5335964.479,691045.766
12,5335960.491,691044.215
13,5335965.131,691043.895
13,5335969.071,691045.483
13,5335968.652,691047.391
13,5335964.627,691045.779
14,5335973.416,691047.12
14,5335969.329,691045.557
14,5335968.812,691047.49
14,5335972.751,691049.041
15,5335979.382,691049.419
15,5335983.051,691050.822
15,5335982.627,691052.589
15,5335978.939,691051.216
16,5335983.267,691050.915
16,5335987.507,691052.57
16,5335986.923,691054.337
16,5335982.775,691052.712
17,5335987.81,691052.688
17,5335992.512,691054.509
17,5335991.946,691056.27
17,5335987.169,691054.448
18,5335992.709,691054.645
18,5335997.448,691056.442
18,5335997.03,691058.264
18,5335992.155,691056.368
19,5336001.646,691060.129
19,5336002.319,691058.418
19,5336001.646,691060.129
19,5335997.153,691058.35
20,5336002.786,691058.418
20,5336007.341,691060.24
20,5336006.594,691062.123
20,5336002.003,691060.252
21,5336007.834,691060.56
21,5336012.241,691062.135
21,5336011.543,691064.068
21,5336007.013,691062.32
22,5336012.659,691062.455
22,5336016.369,691063.797
22,5336015.969,691065.798
22,5336011.888,691064.216
23,5336016.689,691064
23,5336020.788,691065.644
23,5336020.012,691067.416
23,5336016.135,691065.853
24,5336021.054,691065.754
24,5336025.166,691067.256
24,5336024.604,691069.201
24,5336020.222,691067.49
25,5336025.663,691067.515
25,5336030.238,691069.349
25,5336029.786,691071.294
25,5336024.949,691069.411
26,5336031.038,691069.792
26,5336035.215,691071.245
26,5336034.834,691073.239
26,5336030.193,691071.43
27,5336035.437,691071.368
27,5336038.884,691072.709
27,5336038.15,691074.581
27,5336034.981,691073.362
28,5336046.881,691075.664
28,5336050.184,691077.141
28,5336049.593,691079.136
28,5336045.945,691077.732
29,5336050.393,691077.24
29,5336053.729,691078.532
29,5336053.138,691080.514
29,5336049.815,691079.185
30,5336053.902,691078.619
30,5336057.115,691079.886
30,5336056.585,691081.905
30,5336053.372,691080.6
31,5336057.373,691079.997
31,5336061.788,691081.61
31,5336060.931,691083.518
31,5336056.93,691081.967
32,5336062.059,691081.868
32,5336065.658,691083.198
32,5336065.042,691085.167
32,5336061.165,691083.616
33,5336065.842,691083.309
33,5336068.682,691084.416
33,5336068.267,691086.386
33,5336065.338,691085.266
34,5336069.055,691084.54
34,5336071.8,691085.66
34,5336071.271,691087.531
34,5336068.477,691086.497
35,5336071.985,691085.795
35,5336075.259,691087.014
35,5336074.952,691089.008
35,5336071.661,691087.703
36,5336075.526,691087.112
36,5336078.431,691088.269
36,5336078.013,691090.14
36,5336075.136,691089.094
37,5336078.825,691088.442
37,5336082.829,691089.998
37,5336082.09,691091.789
37,5336078.349,691090.288
38,5336085.783,691091.198
38,5336085.235,691092.977
38,5336082.226,691091.832
39,5336085.894,691091.21
39,5336089.495,691092.607
39,5336088.904,691094.423
39,5336085.42,691093.087
40,5336089.63,691092.687
40,5336092.972,691093.986
40,5336092.4,691095.796
40,5336089.101,691094.485
41,5336093.151,691094.078
41,5336096.431,691095.331
41,5336096.031,691097.208
41,5336092.584,691095.876
42,5336096.708,691095.442
42,5336100.321,691096.876
42,5336100.032,691098.79
42,5336096.277,691097.307
43,5336100.512,691096.987
43,5336103.891,691098.298
43,5336103.417,691100.095
43,5336100.167,691098.802
44,5336104.039,691098.359
44,5336107.024,691099.553
44,5336106.519,691101.289
44,5336103.54,691100.144
45,5336107.166,691099.596
45,5336110.299,691100.815
45,5336109.745,691102.526
45,5336106.63,691101.338
46,5336110.403,691100.864
46,5336113.234,691101.96
46,5336112.65,691103.683
46,5336109.874,691102.612
47,5336113.339,691102.021
47,5336115.502,691102.85
47,5336114.811,691104.52
47,5336112.754,691103.702
48,5336062.841,691068.45
48,5336066.534,691069.942
48,5336066.152,691072.244
48,5336062.053,691070.641
49,5336066.644,691070.065
49,5336068.805,691070.871
49,5336068.515,691073.124
49,5336066.287,691072.293
50,5336068.94,691070.92
50,5336071.636,691072.016
50,5336071.31,691074.232
50,5336068.589,691073.198
51,5336071.808,691072.09
51,5336074.486,691073.136
51,5336073.932,691075.266
51,5336071.408,691074.268
52,5336074.603,691073.167
52,5336078.314,691074.656
52,5336077.465,691076.624
52,5336074.098,691075.303
53,5336078.597,691074.758
53,5336082.807,691076.476
53,5336082.266,691078.569
53,5336078.314,691076.943
54,5336083.398,691076.673
54,5336088.273,691078.544
54,5336087.756,691080.736
54,5336083.029,691079.086
55,5336089.184,691079.086
55,5336094.234,691080.947
55,5336093.418,691082.902
55,5336088.839,691081.154
56,5336094.526,691081.056
56,5336099.53,691083.064
56,5336098.724,691084.883
56,5336093.96,691083.271
57,5336099.786,691083.169
57,5336104.784,691085.163
57,5336104.304,691087.022
57,5336099.035,691084.994
58,5336104.965,691085.241
58,5336110.579,691087.334
58,5336110.037,691089.156
58,5336104.759,691087.182
59,5336111.194,691087.826
59,5336115.281,691089.353
59,5336114.567,691091.174
59,5336110.677,691089.648
60,5336115.773,691089.426
60,5336121.141,691091.593
60,5336120.55,691093.44
60,5336115.109,691091.544
61,5336129.265,691087.974
61,5336130.865,691083.655
61,5336132.86,691084.221
61,5336131.333,691088.614
62,5336132.54,691079.285
62,5336130.988,691083.458
62,5336134.337,691079.986
62,5336132.983,691084.012
63,5336132.589,691079.125
63,5336134.218,691074.708
63,5336135.937,691075.5
63,5336134.398,691079.765
64,5336137.23,691067.035
64,5336138.214,691063.588
64,5336140.356,691064.228
64,5336138.928,691067.847
65,5336138.264,691063.416
65,5336139.784,691060.401
65,5336141.501,691060.925
65,5336140.43,691064.08
66,5336139.938,691059.995
66,5336141.218,691056.585
66,5336142.948,691057.222
66,5336141.686,691060.506
67,5336141.384,691056.284
67,5336142.529,691053.222
67,5336144.203,691053.96
67,5336143.04,691056.97
68,5336142.584,691052.914
68,5336143.803,691050.047
68,5336145.465,691050.6
68,5336144.24,691053.856
69,5336143.852,691049.653
69,5336145.09,691046.58
69,5336146.794,691047.257
69,5336145.514,691050.495
70,5336145.108,691046.457
70,5336146.265,691043.375
70,5336148.112,691043.731
70,5336146.813,691047.159
71,5336146.339,691043.104
71,5336147.447,691040.248
71,5336149.195,691040.913
71,5336148.155,691043.577
72,5336147.521,691040.051
72,5336148.579,691037.072
72,5336150.45,691037.663
72,5336149.293,691040.593
73,5336148.702,691036.826
73,5336150.13,691033.158
73,5336151.885,691033.858
73,5336150.697,691037.368
74,5336150.254,691032.911
74,5336151.411,691029.76
74,5336153.276,691030.251
74,5336151.971,691033.563
75,5336151.681,691029.342
75,5336152.912,691025.242
75,5336154.876,691026.053
75,5336153.436,691029.956
76,5336152.986,691025.058
76,5336154.617,691021.597
76,5336156.402,691022.053
76,5336154.95,691025.881
77,5336154.753,691021.413
77,5336156.144,691017.584
77,5336157.923,691018.201
77,5336156.489,691021.88
78,5336156.23,691017.412
78,5336157.473,691014.248
78,5336159.209,691014.79
78,5336157.996,691017.992
79,5336157.535,691013.953
79,5336158.975,691010.297
79,5336160.699,691010.888
79,5336159.271,691014.544
80,5336159.061,691010.051
80,5336160.575,691006.062
80,5336162.36,691006.567
80,5336160.748,691010.678
81,5336160.699,691005.717
81,5336162.028,691002.394
81,5336163.813,691002.849
81,5336162.52,691006.271
82,5336162.114,691002.135
82,5336163.204,690998.973
82,5336165.056,690999.526
82,5336163.887,691002.628
83,5336163.401,690998.69
83,5336164.496,690995.649
83,5336166.361,690996.165
83,5336165.13,690999.341
84,5336164.705,690995.44
84,5336165.789,690992.301
84,5336167.666,690992.78
84,5336166.447,690995.931
85,5336166.01,690991.907
85,5336167.315,690988.362
85,5336169.192,690988.791
85,5336167.728,690992.558
86,5336167.537,690987.943
86,5336168.62,690985.112
86,5336170.411,690985.603
86,5336169.254,690988.594
87,5336168.694,690984.693
87,5336169.783,690982.119
87,5336171.531,690982.735
87,5336170.448,690985.431
88,5336169.82,690981.935
88,5336170.916,690979.153
88,5336172.627,690979.743
88,5336171.605,690982.538
89,5336170.977,690978.993
89,5336172.27,690975.657
89,5336173.932,690976.371
89,5336172.701,690979.571
90,5336172.344,690975.509
90,5336173.686,690971.951
90,5336175.323,690972.702
90,5336173.981,690976.21
38,5336082.915,691090.059
91,5336175.409,690972.542
91,5336173.784,690971.717
91,5336174.707,690969.218
91,5336176.48,690969.76
92,5336174.781,690968.972
92,5336176.234,690965.501
92,5336177.908,690965.993
92,5336176.578,690969.44
93,5336176.283,690965.156
93,5336177.711,690961.34
93,5336179.508,690961.906
93,5336178.006,690965.624
94,5336177.859,690961.045
94,5336179.336,690957.327
94,5336181.108,690957.672
94,5336179.607,690961.562
95,5336179.459,690957.032
95,5336180.911,690953.24
95,5336182.659,690953.585
95,5336181.232,690957.352
96,5336180.985,690952.846
96,5336182.665,690948.422
96,5336184.484,690948.838
96,5336182.832,690953.216
97,5336182.709,690948.242
97,5336184.58,690943.614
97,5336186.346,690944.088
97,5336184.502,690948.709
98,5336184.594,690943.474
98,5336186.716,690937.883
98,5336188.488,690938.277
98,5336186.33,690943.926
99,5336186.839,690937.44
99,5336188.759,690932.442
99,5336190.655,690932.91
99,5336188.636,690937.908
100,5336188.981,690931.999
100,5336190.852,690927.174
100,5336192.6,690927.617
100,5336190.852,690932.344
101,5336190.95,690926.805
101,5336192.403,690923.21
101,5336194.028,690923.875
101,5336192.723,690927.371
102,5336193.708,690919.739
102,5336195.456,690920.428
102,5336194.151,690923.653
102,5336193.806,690919.419
103,5336194.83,690916.735
103,5336196.475,690917.528
103,5336195.505,690920.108
103,5336192.452,690922.902
104,5336137.653,691091.119
104,5336139.507,691086.317
104,5336141.403,691086.982
104,5336139.66,691091.601
105,5336139.63,691086.021
105,5336141.501,691081.196
105,5336143.274,691082.107
105,5336141.477,691086.735
106,5336141.489,691081.036
106,5336143.151,691076.592
106,5336145.219,691077.035
106,5336143.495,691081.614
107,5336143.446,691076.1
107,5336145.317,691071.373
107,5336147.041,691072.21
107,5336145.317,691076.494
108,5336145.514,691070.732
108,5336147.139,691066.202
108,5336148.961,691067.089
108,5336147.188,691071.57
109,5336147.287,691065.562
109,5336149.002,691061.334
109,5336150.726,691062.274
109,5336149.109,691066.399
110,5336152.71,691051.519
110,5336153.786,691048.895
110,5336155.559,691049.436
110,5336154.589,691051.99
111,5336153.836,691048.648
111,5336155.116,691045.349
111,5336156.815,691046.31
111,5336155.707,691049.165
112,5336155.313,691044.98
112,5336156.519,691041.779
112,5336158.243,691042.543
112,5336156.962,691045.965
113,5336156.618,691041.459
113,5336157.947,691037.84
113,5336159.745,691038.554
113,5336158.44,691042.1
114,5336158.169,691037.545
114,5336159.326,691034.492
114,5336161.049,691035.231
114,5336159.917,691038.283
115,5336159.474,691034.073
115,5336161,691030.307
115,5336162.724,691031.094
115,5336161.271,691034.837
116,5336161.099,691029.962
116,5336162.65,691025.998
116,5336164.348,691026.835
116,5336162.896,691030.651
117,5336162.748,691025.678
117,5336164.348,691021.665
117,5336166.072,691022.354
117,5336164.521,691026.466
118,5336164.472,691021.271
118,5336166.269,691016.766
118,5336167.918,691017.529
118,5336166.269,691021.862
119,5336166.466,691016.249
119,5336167.82,691012.506
119,5336169.494,691013.368
119,5336168.115,691017.16
120,5336167.968,691012.162
120,5336169.494,691008.198
120,5336171.217,691009.035
120,5336169.789,691012.753
121,5336169.666,691007.73
121,5336171.168,691003.889
121,5336173.015,691004.579
121,5336171.439,691008.567
122,5336171.316,691003.545
122,5336173.015,690999.089
122,5336174.689,690999.926
122,5336173.089,691004.086
123,5336173.101,690998.892
123,5336174.356,690995.826
123,5336176.055,690996.528
123,5336174.812,690999.741
124,5336174.443,690995.543
124,5336175.624,690992.38
124,5336177.422,690993.266
124,5336176.264,690996.22
125,5336175.797,690992.133
125,5336177.2,690988.564
125,5336178.948,690989.13
125,5336177.545,690992.872
126,5336177.274,690988.293
126,5336178.505,690985.068
126,5336180.253,690985.855
126,5336179.096,690988.908
127,5336178.505,690985.009
127,5336179.494,690982.484
127,5336181.287,690983.046
127,5336180.284,690985.674
128,5336169.869,690897.473
128,5336165.561,690895.626
128,5336164.601,690898.433
128,5336168.764,690899.946
129,5336165.118,690895.454
129,5336160.822,690893.694
129,5336159.64,690896.55
129,5336163.776,690898.076
130,5336160.034,690893.398
130,5336156.636,690892.069
130,5336155.454,690894.876
130,5336158.901,690896.205
131,5336155.75,690891.823
131,5336152.402,690890.592
131,5336151.269,690893.201
131,5336154.913,690894.531
132,5336152.008,690890.296
132,5336147.133,690888.425
132,5336146.148,690891.183
132,5336150.629,690892.955
133,5336146.444,690888.13
133,5336142.16,690886.456
133,5336140.978,690889.115
133,5336145.557,690890.936
134,5336141.52,690886.111
134,5336135.956,690884.092
134,5336135.069,690886.8
134,5336140.19,690888.819
135,5336135.217,690883.6
135,5336130.884,690882.073
135,5336129.702,690884.683
135,5336134.478,690886.702
136,5336130.145,690881.729
136,5336125.911,690880.054
136,5336124.877,690882.91
136,5336129.21,690884.535
137,5336125.418,690879.808
137,5336121.43,690878.233
137,5336120.593,690881.138
137,5336124.384,690882.615
138,5336120.691,690877.986
138,5336116.85,690876.608
138,5336115.816,690879.168
138,5336119.903,690880.99
139,5336116.112,690876.214
139,5336111.533,690874.589
139,5336110.597,690877.445
139,5336115.127,690879.02
140,5336110.843,690873.998
140,5336105.968,690872.422
140,5336105.033,690874.983
140,5336110.055,690877.051
141,5336105.328,690871.831
141,5336100.454,690869.96
141,5336099.321,690872.865
141,5336104.245,690874.786
142,5336099.715,690869.763
142,5336095.234,690868.188
142,5336094.348,690870.896
142,5336098.779,690872.57
143,5336094.742,690867.646
143,5336089.916,690865.824
143,5336089.03,690868.778
143,5336093.708,690870.6
144,5336089.227,690865.479
144,5336084.204,690863.658
144,5336083.318,690866.563
144,5336088.39,690868.532
145,5336083.466,690863.214
145,5336077.902,690861.196
145,5336077.065,690864.101
145,5336082.777,690866.267
146,5336077.065,690860.703
146,5336071.599,690858.635
146,5336070.614,690861.491
146,5336076.277,690863.805
147,5336071.279,690858.586
147,5336066.774,690856.789
147,5336065.69,690859.62
147,5336070.294,690861.491
148,5336066.355,690856.592
148,5336061.973,690854.844
148,5336060.692,690857.749
148,5336065.321,690859.571
149,5336061.382,690854.696
149,5336056.975,690852.899
149,5336055.965,690855.927
149,5336060.446,690857.626
150,5336056.556,690852.726
150,5336053.085,690851.348
150,5336051.731,690854.203
150,5336055.572,690855.73
151,5336052.691,690851.224
151,5336048.506,690849.575
151,5336047.521,690852.554
151,5336051.411,690854.105
152,5336048.112,690849.427
152,5336043.754,690847.704
152,5336042.498,690850.609
152,5336047.201,690852.431
153,5336043.188,690847.359
153,5336038.165,690845.636
153,5336037.131,690848.393
153,5336041.76,690850.314
154,5336037.944,690845.39
154,5336032.06,690843.174
154,5336030.952,690846.079
154,5336036.688,690848.393
155,5336031.641,690842.928
155,5336027.333,690841.204
155,5336026.003,690844.159
155,5336030.582,690845.98
156,5336027.012,690841.032
156,5336021.547,690839.062
156,5336020.242,690841.943
156,5336025.708,690844.035
157,5336021.03,690838.742
157,5336016.352,690836.994
157,5336015.121,690839.949
157,5336019.897,690841.721
158,5336015.909,690836.748
158,5336012.117,690835.345
158,5336010.788,690838.176
158,5336014.776,690839.776
159,5336011.748,690835.098
159,5336008.227,690833.744
159,5336006.775,690836.6
159,5336010.443,690838.028
160,5336007.932,690833.621
160,5336004.608,690832.341
160,5336003.328,690835.32
160,5336006.529,690836.477
161,5336004.313,690832.169
161,5336000.301,690830.604
161,5335999.207,690833.636
161,5336003.033,690835.123
162,5336009.036,690824.853
162,5336012.721,690826.297
162,5336012.216,690828.18
162,5336008.299,690826.625
163,5336012.942,690826.481
163,5336015.663,690827.565
163,5336015.096,690829.362
163,5336012.585,690828.377
164,5336016.032,690827.688
164,5336019.577,690829.091
164,5336018.986,690830.938
164,5336015.54,690829.633
165,5336019.922,690829.239
165,5336023.246,690830.716
165,5336022.802,690832.464
165,5336019.479,690831.159
166,5336023.615,690830.79
166,5336026.742,690831.996
166,5336026.249,690833.867
166,5336023.295,690832.686
167,5336027.062,690832.193
167,5336029.473,690833.158
167,5336028.734,690834.88
167,5336026.594,690834.04
168,5336040.729,690837.499
168,5336045.933,690839.327
168,5336045.391,690841.543
168,5336039.894,690839.324
169,5336046.228,690839.622
169,5336049.638,690840.927
169,5336046.019,690841.789
169,5336049.441,690843.168
170,5336050.057,690841.149
170,5336053.947,690842.528
170,5336053.356,690844.645
170,5336049.761,690843.241
171,5336054.341,690842.724
171,5336057.935,690844.054
171,5336057.369,690846.344
171,5336053.922,690844.817
172,5336058.378,690844.226
172,5336061.554,690845.482
172,5336061.086,690847.722
172,5336057.984,690846.442
173,5336061.948,690845.63
173,5336064.73,690846.738
173,5336064.164,690848.929
173,5336061.431,690847.919
174,5336065.05,690846.811
174,5336067.25,690847.647
174,5336066.326,690849.775
174,5336064.459,690849.052
175,5336085.688,690855.061
175,5336089.645,690856.598
175,5336088.759,690858.321
175,5336085.007,690857.031
176,5336089.867,690856.844
176,5336093.855,690858.297
176,5336093.117,690860.266
176,5336089.079,690858.69
177,5336094.323,690858.567
177,5336097.942,690859.971
177,5336097.45,690861.891
177,5336093.659,690860.389
178,5336098.435,690860.168
178,5336101.98,690861.596
178,5336101.537,690863.614
178,5336097.942,690862.088
179,5336102.214,690861.694
179,5336105.062,690862.852
179,5336104.223,690864.577
179,5336101.783,690863.614
180,5336111.371,690865.021
180,5336114.401,690866.261
180,5336113.859,690868.465
180,5336110.668,690867.162
181,5336114.795,690866.433
181,5336118.008,690867.689
181,5336117.355,690869.831
181,5336114.142,690868.551
182,5336118.377,690867.8
182,5336122.193,690869.351
182,5336121.701,690871.591
182,5336117.663,690869.979
183,5336122.513,690869.4
183,5336126.194,690870.914
183,5336125.812,690873.204
183,5336122.058,690871.653
184,5336126.526,690871.062
184,5336130.158,690872.465
184,5336129.788,690874.767
184,5336126.034,690873.29
185,5336130.404,690872.576
185,5336134.158,690874.078
185,5336133.74,690876.331
185,5336129.973,690874.841
186,5336134.343,690874.115
186,5336137.753,690875.481
186,5336137.26,690877.709
186,5336133.851,690876.392
187,5336137.95,690875.543
187,5336142.641,690877.418
187,5336141.411,690879.356
187,5336137.47,690877.783
188,5335970.971,690828.955
188,5335968.811,690834.588
188,5335966.94,690833.997
188,5335969.197,690827.986
189,5335968.737,690834.908
189,5335966.718,690840.029
189,5335964.798,690839.512
189,5335966.792,690834.317
190,5335966.669,690840.398
190,5335964.749,690845.322
190,5335962.755,690845.1
190,5335964.65,690840.029
191,5335964.626,690845.617
191,5335962.828,690850.467
191,5335960.76,690850.221
191,5335962.681,690845.42
192,5335962.631,690851.058
192,5335960.785,690855.711
192,5335958.717,690855.638
192,5335960.686,690850.517
193,5335960.686,690856.007
193,5335958.643,690861.202
193,5335956.673,690861.054
193,5335958.668,690855.933
194,5335958.569,690861.596
194,5335956.55,690866.717
194,5335954.531,690866.643
194,5335956.501,690861.423
195,5335956.476,690867.086
195,5335954.261,690872.896
195,5335952.143,690872.872
195,5335954.433,690866.987
196,5335954.138,690873.142
196,5335952.266,690877.869
196,5335950.371,690877.672
196,5335952.069,690873.142
197,5335952.217,690878.165
197,5335950.469,690882.744
197,5335948.475,690882.646
197,5335950.272,690877.968
198,5335948.447,690882.726
198,5335950.168,690883.455
198,5335948.543,690887.837
198,5335946.77,690887.345
199,5335946.635,690887.505
199,5335948.481,690887.942
199,5335946.493,690893.235
199,5335944.72,690892.521
200,5335944.69,690892.657
200,5335946.438,690893.365
200,5335944.493,690898.387
200,5335942.794,690897.771
201,5335942.622,690898.018
201,5335944.419,690898.682
201,5335942.228,690904.345
201,5335940.48,690903.656
202,5335940.467,690903.785
202,5335942.166,690904.517
202,5335940.467,690908.955
202,5335938.658,690908.561
203,5335938.596,690908.647
203,5335940.418,690909.097
203,5335938.67,690913.707
203,5335936.996,690913.14
204,5335936.799,690913.337
204,5335938.522,690914.076
204,5335936.897,690918.384
204,5335935.149,690917.917
205,5335935.082,690917.994
205,5335936.79,690918.548
205,5335935.166,690922.858
205,5335933.409,690922.402
206,5335931.939,690930.935
206,5335930.044,690935.917
206,5335928.53,690935.437
206,5335930.495,690930.211
207,5335930.021,690936
207,5335928.461,690940.229
207,5335926.873,690939.711
207,5335928.442,690935.631
208,5335928.368,690940.524
208,5335926.909,690944.346
208,5335925.395,690943.718
208,5335926.799,690940.025
209,5335926.799,690944.549
209,5335925.285,690948.372
209,5335923.863,690947.744
209,5335925.303,690944.014
210,5335925.229,690948.63
210,5335924.103,690951.584
210,5335922.589,690951.067
210,5335923.734,690948.002
211,5335924.047,690951.686
211,5335923.078,690954.243
211,5335921.518,690953.763
211,5335922.533,690951.16
212,5335923.041,690954.354
212,5335921.927,690957.266
212,5335920.482,690956.551
212,5335921.518,690953.846
213,5335962.691,690825.614
213,5335960.802,690830.579
213,5335959.14,690829.804
213,5335960.924,690824.874
214,5335960.691,690830.782
214,5335958.568,690836.469
214,5335956.776,690835.879
214,5335958.992,690830.007
215,5335958.438,690836.71
215,5335956.259,690842.138
215,5335954.598,690841.603
215,5335956.703,690836.119
216,5335956.204,690842.36
216,5335954.21,690847.475
216,5335952.603,690847.031
216,5335954.487,690841.88
217,5335954.062,690847.77
217,5335952.474,690851.943
217,5335950.886,690851.334
217,5335952.474,690847.216
218,5335952.419,690852.063
218,5335950.819,690856.166
218,5335949.58,690854.86
218,5335950.858,690851.454
219,5335941.082,690881.063
219,5335939.798,690884.404
219,5335938.764,690884.035
219,5335940.005,690880.743
220,5335939.78,690884.488
220,5335938.122,690888.804
220,5335936.977,690888.361
220,5335938.621,690884.243
221,5335938.085,690888.928
221,5335936.077,690894.186
221,5335934.766,690893.983
221,5335936.834,690888.61
222,5335935.948,690894.463
222,5335933.843,690900.15
222,5335932.532,690899.855
222,5335934.656,690894.242
223,5335933.714,690900.39
223,5335931.701,690905.579
223,5335930.39,690905.247
223,5335932.384,690900.04
224,5335931.646,690905.819
224,5335929.707,690910.86
224,5335928.341,690910.361
224,5335930.242,690905.505
225,5335929.67,690911.1
225,5335928.285,690914.83
225,5335926.771,690914.331
225,5335928.211,690910.546
226,5335928.119,690915.07
226,5335926.878,690918.408
226,5335925.38,690917.864
226,5335926.734,690914.571
227,5335923.564,690927.372
227,5335921.592,690932.399
227,5335920.022,690931.864
227,5335921.946,690926.773
228,5335921.536,690932.575
228,5335919.81,690937.043
228,5335918.333,690936.415
228,5335920.004,690931.993
229,5335919.773,690937.2
229,5335917.679,690942.59
229,5335916.238,690941.985
229,5335918.277,690936.526
230,5335913.599,690953.354
230,5335911.611,690958.61
230,5335910.134,690958.019
230,5335912.221,690952.866
231,5335911.574,690958.73
231,5335909.663,690963.882
231,5335908.075,690963.217
231,5335910.097,690958.13
232,5335909.58,690964.03
232,5335907.586,690969.338
232,5335905.924,690968.748
232,5335908.029,690963.328
233,5335907.531,690969.477
233,5335905.389,690975.181
233,5335903.535,690974.59
233,5335905.823,690968.84
234,5335902.223,690983.184
234,5335900.726,690987.092
234,5335899.249,690986.502
234,5335900.731,690982.818
235,5335900.722,690987.107
235,5335899.081,690991.427
235,5335897.493,690990.725
235,5335899.21,690986.536
236,5335899.044,690991.492
236,5335897.432,690995.694
236,5335895.751,690994.978
236,5335897.479,690990.746
